epoch,step,train/loss,val/disagreement,val/ens_acc,val/ens_ece,val/ens_nll,val/member_0_acc,val/member_0_ece,val/member_0_nll,val/member_1_acc,val/member_1_ece,val/member_1_nll,val/member_2_acc,val/member_2_ece,val/member_2_nll,val/member_3_acc,val/member_3_ece,val/member_3_nll,val/member_4_acc,val/member_4_ece,val/member_4_nll,val/member_5_acc,val/member_5_ece,val/member_5_nll,val/member_6_acc,val/member_6_ece,val/member_6_nll,val/member_7_acc,val/member_7_ece,val/member_7_nll
12,324,,0.6942999958992004,0.5877000093460083,0.06372112780809402,1.2475130558013916,0.5327999591827393,0.21365351974964142,1.7841720581054688,0.5486999750137329,0.19021223485469818,1.6247528791427612,0.5414999723434448,0.21639308333396912,1.742844581604004,0.5523999929428101,0.21161362528800964,1.7517472505569458,0.5400999784469604,0.18877097964286804,1.6533805131912231,0.5347999930381775,0.22099068760871887,1.786141037940979,0.5250999927520752,0.2015981674194336,1.684736728668213,0.532800018787384,0.22045978903770447,1.816800832748413
13,349,0.4744815230369568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,349,,0.6951999664306641,0.5952000021934509,0.07032419741153717,1.2788351774215698,0.5317000150680542,0.2540934383869171,1.960221529006958,0.5489000082015991,0.2088783234357834,1.7258719205856323,0.5397000312805176,0.23339363932609558,1.8790249824523926,0.5406000018119812,0.23456591367721558,1.8995277881622314,0.5494999885559082,0.21197909116744995,1.7783784866333008,0.5436000227928162,0.22897498309612274,1.8724263906478882,0.5460000038146973,0.21999499201774597,1.7642176151275635,0.5328999757766724,0.24075181782245636,1.964142918586731
14,374,,0.7145999670028687,0.5954999923706055,0.07769647985696793,1.3053821325302124,0.5347999930381775,0.26188498735427856,2.0652453899383545,0.5336999893188477,0.2515932321548462,1.9370099306106567,0.5388000011444092,0.24086256325244904,1.9713011980056763,0.5342999696731567,0.27315041422843933,2.186251640319824,0.5371000170707703,0.25161415338516235,1.9589289426803589,0.5394999980926514,0.2565511465072632,2.0553576946258545,0.541700005531311,0.24174164235591888,1.8952218294143677,0.5470000505447388,0.26645997166633606,2.096554756164551
15,399,0.3545414209365845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,399,,0.6961999535560608,0.5924999713897705,0.09160533547401428,1.3293468952178955,0.5465999841690063,0.26647862792015076,2.131197214126587,0.5432000160217285,0.24618981778621674,1.9787019491195679,0.5318999886512756,0.2642044425010681,2.094395399093628,0.5407000184059143,0.26121681928634644,2.086920976638794,0.5455000400543213,0.25330156087875366,2.0619754791259766,0.5450999736785889,0.2857077419757843,2.2976577281951904,0.5435000061988831,0.26287364959716797,2.0454115867614746,0.5403000116348267,0.2778960168361664,2.2863895893096924
16,424,,0.692799985408783,0.5917999744415283,0.10062317550182343,1.3723223209381104,0.5458999872207642,0.28487613797187805,2.3441998958587646,0.5465999841690063,0.27292579412460327,2.1831424236297607,0.5370999574661255,0.2694624066352844,2.185265064239502,0.5467000007629395,0.2806265652179718,2.292952060699463,0.5503000020980835,0.2669016718864441,2.15704345703125,0.5418999791145325,0.28961247205734253,2.3846702575683594,0.534000039100647,0.27570292353630066,2.19451642036438,0.546500027179718,0.28638070821762085,2.3282768726348877
17,449,0.3358062207698822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,449,,0.7005999684333801,0.5943999886512756,0.10086746513843536,1.3927117586135864,0.535099983215332,0.2922915518283844,2.384770154953003,0.5446000099182129,0.28420665860176086,2.2904419898986816,0.536899983882904,0.28589069843292236,2.331953763961792,0.5514999628067017,0.2944665849208832,2.4051475524902344,0.545199990272522,0.2762785851955414,2.2562294006347656,0.5412999987602234,0.2919389605522156,2.4250388145446777,0.5435000061988831,0.29152652621269226,2.3471004962921143,0.5390999913215637,0.29888010025024414,2.442464828491211
18,474,,0.686199963092804,0.597599983215332,0.10788919031620026,1.4255445003509521,0.5453000068664551,0.3010751008987427,2.4745030403137207,0.5475000143051147,0.30021241307258606,2.4356472492218018,0.5498000383377075,0.29442098736763,2.4974985122680664,0.5489000082015991,0.2971912920475006,2.4766082763671875,0.54339998960495,0.2849211096763611,2.3156375885009766,0.5397000312805176,0.31201988458633423,2.6647391319274902,0.5410999655723572,0.2974972724914551,2.430783987045288,0.5489000082015991,0.31327831745147705,2.6031429767608643
19,499,0.2514092028141022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,499,,0.6976999640464783,0.597599983215332,0.10739054530858994,1.4510606527328491,0.5508999824523926,0.302324503660202,2.591055154800415,0.5411999821662903,0.2932770252227783,2.4193930625915527,0.5491999387741089,0.3040347993373871,2.6043343544006348,0.5483999848365784,0.301242470741272,2.499423027038574,0.5449000000953674,0.31111860275268555,2.63739013671875,0.5398000478744507,0.31000179052352905,2.6570792198181152,0.5429999828338623,0.30513933300971985,2.4969756603240967,0.5467000007629395,0.30575647950172424,2.6263015270233154
20,524,,0.6870999932289124,0.5990999937057495,0.11656125634908676,1.489397406578064,0.5546000003814697,0.3067484498023987,2.6993417739868164,0.544700026512146,0.3110511302947998,2.5837645530700684,0.5529000163078308,0.3057398796081543,2.6674082279205322,0.5508999824523926,0.3244284987449646,2.8798179626464844,0.5485000610351562,0.3129352331161499,2.682337999343872,0.5424000024795532,0.3236793279647827,2.857093095779419,0.5442000031471252,0.3215446174144745,2.6905453205108643,0.5476000308990479,0.33108997344970703,2.9501683712005615
21,549,0.15735097229480743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,549,,0.7037999629974365,0.5959999561309814,0.11684060841798782,1.520425796508789,0.546500027179718,0.3254406154155731,2.873929262161255,0.5442000031471252,0.31690534949302673,2.7299368381500244,0.5419999957084656,0.31350934505462646,2.733429193496704,0.5496000051498413,0.3230932652950287,2.8320069313049316,0.5448000431060791,0.3213410973548889,2.7692816257476807,0.5369000434875488,0.3302859365940094,2.9026379585266113,0.5369999408721924,0.3258187472820282,2.6973984241485596,0.5388000011444092,0.3320348262786865,2.8791470527648926
22,574,,0.6923999786376953,0.5986000299453735,0.1188368871808052,1.5033499002456665,0.5508000254631042,0.3206866979598999,2.903219223022461,0.5471000671386719,0.32567527890205383,2.8224713802337646,0.5473999977111816,0.323028564453125,2.7804601192474365,0.5533000230789185,0.32153820991516113,2.8405444622039795,0.5489000082015991,0.3141576647758484,2.725517988204956,0.5462999939918518,0.3186663091182709,2.8492493629455566,0.5458999872207642,0.32738617062568665,2.885200023651123,0.543999969959259,0.33925509452819824,3.0510637760162354
23,599,0.13420970737934113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,599,,0.6969000101089478,0.5994000434875488,0.1163596659898758,1.5255728960037231,0.5421000123023987,0.3395882248878479,3.0772008895874023,0.5476999878883362,0.32646751403808594,2.8978984355926514,0.5514000058174133,0.32059234380722046,2.8811607360839844,0.5436000227928162,0.32778456807136536,2.904555082321167,0.5428000092506409,0.3343203067779541,2.9791200160980225,0.5542999505996704,0.3286583125591278,2.99710750579834,0.5414999723434448,0.32453662157058716,2.7984366416931152,0.54339998960495,0.3322930335998535,2.980710983276367
24,624,,0.6933000087738037,0.5978999733924866,0.1208263635635376,1.5598833560943604,0.539900004863739,0.3481068015098572,3.1399340629577637,0.5446000099182129,0.34048306941986084,3.0246639251708984,0.5520000457763672,0.3282049894332886,2.991476535797119,0.5483999848365784,0.3324987292289734,3.0109682083129883,0.545199990272522,0.3255775570869446,2.9060568809509277,0.546999990940094,0.33346664905548096,3.0704309940338135,0.5389000177383423,0.32830169796943665,2.829303503036499,0.5446000099182129,0.3435360789299011,3.164501428604126
25,649,0.12589846551418304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,649,,0.687999963760376,0.6004999876022339,0.12327484041452408,1.582649827003479,0.5432999730110168,0.34660932421684265,3.2148659229278564,0.54830002784729,0.3283148407936096,2.9349441528320312,0.5440999865531921,0.3413478434085846,3.125194787979126,0.5505000352859497,0.3391932249069214,3.0497140884399414,0.5511000156402588,0.31930702924728394,2.79754638671875,0.5514000654220581,0.33979424834251404,3.2099854946136475,0.5439000129699707,0.34062185883522034,3.075916290283203,0.5455999970436096,0.3369119167327881,3.0660297870635986
26,674,,0.6893999576568604,0.599299967288971,0.12560179829597473,1.5998165607452393,0.5443999767303467,0.3377843201160431,3.0697619915008545,0.5443999767303467,0.34461215138435364,3.1678218841552734,0.5440999865531921,0.34443846344947815,3.204770803451538,0.5519000291824341,0.33327409625053406,3.0950868129730225,0.5469000339508057,0.34139251708984375,3.22397780418396,0.5450999736785889,0.3465457558631897,3.209153890609741,0.5493000149726868,0.33564403653144836,3.038938522338867,0.545799970626831,0.3497675657272339,3.2825515270233154
27,699,0.129908487200737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,699,,0.6940999627113342,0.5934000015258789,0.1303546130657196,1.6074104309082031,0.5464999675750732,0.3459543287754059,3.244997978210449,0.5435000061988831,0.34387287497520447,3.146606922149658,0.54339998960495,0.34763285517692566,3.21335768699646,0.5509999990463257,0.34388086199760437,3.277827739715576,0.5478999614715576,0.3433154225349426,3.1357152462005615,0.5435999631881714,0.35149478912353516,3.3188223838806152,0.5446000099182129,0.3404037356376648,3.097290277481079,0.5386999845504761,0.3503262996673584,3.2535877227783203
28,724,,0.6906999945640564,0.5949000120162964,0.13154923915863037,1.6258525848388672,0.5415999889373779,0.35469648241996765,3.3583967685699463,0.546999990940094,0.34888729453086853,3.2462358474731445,0.5403000116348267,0.3466551899909973,3.207338571548462,0.556600034236908,0.34391292929649353,3.267726182937622,0.5478000044822693,0.34531211853027344,3.2533671855926514,0.5449000000953674,0.35129278898239136,3.3141372203826904,0.5457000136375427,0.35100603103637695,3.3297953605651855,0.5476999878883362,0.3476578891277313,3.2851428985595703
